issue_key,issue_inicio,issue_fin,release_name,release_quarter,release_squad,release_tribu
PROJ-10875,2025-10-10,2025-11-15,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10876,2025-05-23,2025-06-09,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10877,2025-01-20,2025-08-30,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10878,2025-03-17,2025-08-05,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10879,2025-04-23,2025-05-21,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10880,2025-07-15,2025-10-11,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10881,2025-04-19,2025-12-17,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10882,2025-08-26,2025-09-18,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10883,2025-02-07,2025-07-10,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10884,2025-11-05,2025-12-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10885,2025-12-31,2025-12-31,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10886,2025-03-19,2025-11-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10887,2025-06-05,2025-12-17,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10888,2025-01-18,2025-02-02,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10889,2025-10-05,2025-11-06,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10890,2025-07-21,2025-10-18,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10891,2025-08-24,2025-12-02,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10892,2025-05-08,2025-09-09,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10893,2025-06-02,2025-09-26,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10894,2025-05-11,2025-11-24,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10895,2025-07-26,2025-10-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10896,2025-08-07,2025-10-04,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10897,2025-11-13,2025-11-14,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10898,2025-05-09,2025-06-21,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10899,2025-08-15,2025-10-14,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10900,2025-12-05,2025-12-06,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10901,2025-07-04,2025-08-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10902,2025-11-01,2025-12-27,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10903,2025-03-30,2025-04-19,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10904,2025-07-06,2025-08-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10905,2025-09-02,2025-12-31,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10906,2025-02-27,2025-11-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10907,2025-01-13,2025-08-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10908,2025-02-12,2025-04-27,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10909,2025-06-21,2025-08-21,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10910,2025-02-28,2025-08-08,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10911,2025-03-21,2025-08-27,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10912,2025-10-28,2025-12-27,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10913,2025-12-05,2025-12-08,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10914,2025-02-23,2025-09-13,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10915,2025-08-06,2025-10-08,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10916,2025-07-05,2025-10-15,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10917,2025-05-02,2025-07-09,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10918,2025-12-21,2025-12-27,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10919,2025-08-01,2025-10-08,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10920,2025-10-27,2025-12-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10921,2025-04-13,2025-12-06,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10922,2025-03-16,2025-06-20,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10923,2025-08-05,2025-10-02,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10924,2025-04-26,2025-08-16,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10925,2025-03-22,2025-12-15,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10926,2025-07-09,2025-09-09,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10927,2025-05-16,2025-12-20,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10928,2025-04-17,2025-08-06,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10929,2025-08-11,2025-12-21,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10930,2025-05-28,2025-10-28,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10931,2025-10-28,2025-11-11,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10932,2025-01-17,2025-05-09,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10933,2025-01-31,2025-06-15,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10934,2025-09-12,2025-11-01,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10935,2025-07-06,2025-08-16,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10936,2025-11-18,2025-12-14,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10937,2025-12-29,2025-12-31,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10938,2025-04-16,2025-06-08,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10939,2025-08-28,2025-12-20,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10940,2025-04-05,2025-04-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10941,2025-12-18,2025-12-31,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10942,2025-09-05,2025-10-20,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10943,2025-02-08,2025-07-19,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10944,2025-10-06,2025-11-21,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10945,2025-09-22,2025-10-19,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10946,2025-08-02,2025-09-02,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10947,2025-09-11,2025-12-12,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10948,2025-09-10,2025-10-19,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10949,2025-05-05,2025-08-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10950,2025-01-23,2025-11-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10951,2025-09-11,2025-12-31,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10952,2025-07-27,2025-12-18,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10953,2025-11-27,2025-11-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10954,2025-06-12,2025-08-19,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10955,2025-11-21,2025-12-11,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10956,2025-03-14,2025-12-30,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10957,2025-12-07,2025-12-09,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10958,2025-04-26,2025-12-03,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10959,2025-02-11,2025-06-21,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10960,2025-06-26,2025-10-28,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10961,2025-07-23,2025-10-27,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10962,2025-11-27,2025-12-21,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10963,2025-04-16,2025-06-30,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10964,2025-05-09,2025-07-11,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10965,2025-06-28,2025-11-01,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10966,2025-10-07,2025-10-25,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10967,2025-10-14,2025-11-15,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10968,2025-08-09,2025-12-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10969,2025-03-10,2025-11-02,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10970,2025-12-15,2025-12-25,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10971,2025-07-20,2025-09-21,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10972,2025-06-05,2025-07-12,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10973,2025-02-24,2025-08-29,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10974,2025-12-30,2025-12-31,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10975,2025-04-12,2025-09-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10976,2025-06-23,2025-11-16,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10977,2025-05-09,2025-09-03,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10978,2025-10-08,2025-12-03,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10979,2025-04-12,2025-12-22,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10980,2025-09-27,2025-10-19,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10981,2025-09-17,2025-10-10,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10982,2025-04-30,2025-07-01,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10983,2025-09-24,2025-12-31,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10984,2025-10-26,2025-11-26,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10985,2025-02-15,2025-10-21,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10986,2025-05-23,2025-08-17,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10987,2025-02-21,2025-08-26,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10988,2025-06-26,2025-11-18,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10989,2025-05-26,2025-11-03,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10990,2025-08-02,2025-11-01,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10991,2025-11-08,2025-11-29,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10992,2025-09-22,2025-10-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10993,2025-06-23,2025-10-04,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10994,2025-05-21,2025-06-20,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10995,2025-02-13,2025-03-09,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10996,2025-12-17,2025-12-29,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10997,2025-08-11,2025-11-23,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10998,2025-03-05,2025-07-11,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10999,2025-06-21,2025-07-14,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11000,2025-03-21,2025-12-25,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11001,2025-07-09,2025-07-27,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11002,2025-06-23,2025-11-27,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11003,2025-06-26,2025-07-21,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11004,2025-06-11,2025-12-05,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11005,2025-01-23,2025-08-28,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11006,2025-09-19,2025-11-18,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11007,2025-01-09,2025-06-12,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11008,2025-11-14,2025-11-14,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11009,2025-03-26,2025-11-06,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11010,2025-01-18,2025-07-02,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11011,2025-09-30,2025-10-06,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11012,2025-01-24,2025-02-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11013,2025-01-13,2025-05-04,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11014,2025-03-11,2025-05-03,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11015,2025-10-11,2025-12-12,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11016,2025-05-26,2025-10-21,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11017,2025-12-04,2025-12-23,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11018,2025-02-01,2025-10-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11019,2025-12-06,2025-12-13,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11020,2025-12-01,2025-12-17,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11021,2025-03-11,2025-10-05,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11022,2025-07-25,2025-08-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11023,2025-03-28,2025-03-29,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11024,2025-04-26,2025-10-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11025,2025-10-07,2025-11-29,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11026,2025-07-26,2025-10-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11027,2025-04-07,2025-10-03,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11028,2025-03-02,2025-06-17,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11029,2025-12-31,2025-12-31,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11030,2025-11-11,2025-12-22,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11031,2025-10-25,2025-10-27,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11032,2025-03-22,2025-04-17,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11033,2025-08-19,2025-08-26,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11034,2025-08-21,2025-12-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11035,2025-12-05,2025-12-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11036,2025-10-15,2025-10-19,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11037,2025-06-20,2025-09-19,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11038,2025-03-26,2025-04-17,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11039,2025-07-15,2025-09-09,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11040,2025-11-13,2025-12-28,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11041,2025-08-12,2025-10-13,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11042,2025-08-21,2025-12-29,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11043,2025-04-03,2025-07-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11044,2025-09-14,2025-12-24,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11045,2025-06-10,2025-10-05,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11046,2025-01-24,2025-08-28,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11047,2025-12-08,2025-12-26,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11048,2025-09-01,2025-11-23,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11049,2025-07-12,2025-07-21,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11050,2025-09-07,2025-11-20,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11051,2025-05-04,2025-10-13,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11052,2025-02-27,2025-06-24,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11053,2025-03-13,2025-12-31,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11054,2025-07-03,2025-08-19,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11055,2025-04-27,2025-06-22,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11056,2025-12-22,2025-12-22,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11057,2025-06-10,2025-11-19,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11058,2025-07-25,2025-08-20,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11059,2025-04-05,2025-07-13,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11060,2025-05-09,2025-06-08,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11061,2025-11-25,2025-12-14,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11062,2025-07-28,2025-12-15,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11063,2025-01-21,2025-05-05,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11064,2025-09-19,2025-09-27,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11065,2025-03-15,2025-10-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11066,2025-09-18,2025-10-30,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11067,2025-03-23,2025-07-30,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11068,2025-12-20,2025-12-20,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11069,2025-12-30,2025-12-31,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11070,2025-02-15,2025-12-02,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11071,2025-12-22,2025-12-25,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11072,2025-08-23,2025-10-02,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11073,2025-12-22,2025-12-25,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11074,2025-05-05,2025-08-23,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11075,2025-07-01,2025-10-12,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11076,2025-05-20,2025-09-17,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11077,2025-05-20,2025-12-05,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11078,2025-06-30,2025-07-20,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11079,2025-07-02,2025-11-27,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11080,2025-12-22,2025-12-24,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11081,2025-05-02,2025-10-10,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11082,2025-08-07,2025-09-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11083,2025-02-26,2025-03-04,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11084,2025-08-03,2025-11-25,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11085,2025-10-07,2025-11-17,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11086,2025-03-01,2025-05-16,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11087,2025-03-31,2025-08-25,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11088,2025-11-20,2025-12-02,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11089,2025-08-02,2025-12-07,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11090,2025-05-12,2025-08-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11091,2025-10-09,2025-12-10,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11092,2025-07-10,2025-10-08,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11093,2025-10-12,2025-12-28,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11094,2025-03-07,2025-05-01,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11095,2025-08-01,2025-11-04,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11096,2025-12-23,2025-12-29,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11097,2025-01-23,2025-08-15,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11098,2025-11-22,2025-11-26,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11099,2025-01-19,2025-11-12,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11100,2025-06-10,2025-08-02,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11101,2025-03-31,2025-04-27,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11102,2025-02-28,2025-03-04,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11103,2025-07-16,2025-10-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11104,2025-01-24,2025-09-21,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11105,2025-09-16,2025-12-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11106,2025-07-09,2025-07-12,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11107,2025-07-26,2025-11-10,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11108,2025-01-05,2025-01-12,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11109,2025-10-08,2025-11-04,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11110,2025-04-22,2025-04-28,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11111,2025-11-12,2025-12-24,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11112,2025-02-11,2025-03-20,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11113,2025-02-27,2025-06-01,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11114,2025-08-29,2025-12-09,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11115,2025-11-13,2025-11-30,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11116,2025-11-05,2025-12-14,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11117,2025-05-25,2025-10-30,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11118,2025-08-08,2025-09-24,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11119,2025-03-29,2025-07-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11120,2025-11-18,2025-12-29,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11121,2025-09-11,2025-09-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11122,2025-06-07,2025-11-01,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11123,2025-08-03,2025-11-04,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11124,2025-09-05,2025-09-07,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11125,2025-03-08,2025-04-09,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11126,2025-11-25,2025-12-16,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11127,2025-11-01,2025-12-03,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11128,2025-11-30,2025-12-04,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11129,2025-12-23,2025-12-24,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11130,2025-03-24,2025-12-17,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11131,2025-07-04,2025-08-26,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11132,2025-12-25,2025-12-26,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11133,2025-12-26,2025-12-28,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11134,2025-08-07,2025-12-13,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11135,2025-03-11,2025-07-11,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11136,2025-03-22,2025-11-05,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11137,2025-10-20,2025-12-28,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11138,2025-12-27,2025-12-28,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11139,2025-03-05,2025-10-10,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11140,2025-08-09,2025-10-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11141,2025-12-15,2025-12-28,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11142,2025-05-30,2025-07-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11143,2025-10-09,2025-10-16,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11144,2025-10-17,2025-11-20,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11145,2025-02-07,2025-07-27,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11146,2025-11-22,2025-11-26,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11147,2025-08-24,2025-12-21,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11148,2025-06-04,2025-10-08,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11149,2025-09-04,2025-10-27,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11150,2025-07-10,2025-08-23,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11151,2025-08-03,2025-10-15,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11152,2025-03-14,2025-12-03,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11153,2025-09-14,2025-11-27,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11154,2025-10-27,2025-12-26,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11155,2025-11-06,2025-11-30,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11156,2025-01-29,2025-03-02,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11157,2025-03-01,2025-07-27,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11158,2025-11-01,2025-11-16,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11159,2025-06-01,2025-10-02,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11160,2025-02-11,2025-03-18,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11161,2025-04-30,2025-10-20,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11162,2025-10-23,2025-11-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11163,2025-02-21,2025-03-27,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11164,2025-06-17,2025-12-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11165,2025-08-04,2025-11-11,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11166,2025-02-10,2025-02-20,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11167,2025-05-18,2025-12-19,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11168,2025-08-20,2025-12-14,Release 24.6,Q3-2025,Pagos,Digital
